최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,성장성점수_raw,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,shortlist_선정여부,shortlist_유형,운영우선순위,추천사유,주의사유,자동판정근거,순위변동,운영우선순위변동,최종점수변동,성장성점수변동,팬밀도점수변동,실전성점수변동,신규진입여부,액션버킷변동여부,shortlist_신규선정여부,shortlist_유지여부,shortlist_이탈여부,변동방향,변화요약
11,UCGvOF1ZO_j-645M0iuuXp_w,웃서공,버츄얼 퍼포먼스형,버튜버,27700.0,682.2,0.0522429270665876,0.5724170307371643,1.0,높음,0.5403752699784017,0.5724170307371643,0.8083153347732182,0.9776824510843866,1.0,0.7336410693144204,즉시검토,0.5724170307371643,0.9946004319654428,0.5944924406047516,0.8002159827213823,0.8083153347732182,0.9951403887688984,0.8871490280777538,True,즉시검토형,11,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.734, 채널력=0.540, 성장성=0.572, 팬밀도=0.808, 라이브=0.978, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
12,UCCXeZkv4-v2TlH_J49I_icw,휴복,,커버기타,191000.0,15108.9,0.07771341264144,0.5,0.0,미산출,0.7367035637149029,0.5,0.91792656587473,0.8245140388768899,0.97704,0.7317509343412527,성장관찰,0.5,0.994060475161987,0.8579913606911447,0.5072894168466523,0.91792656587473,0.8763498920086393,0.3723002159827214,True,성장관찰형,132,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.732, 채널력=0.737, 성장성=0.500, 팬밀도=0.918, 라이브=0.825, 실전성=0.977, 운영제외리스크=0.000, 검증필요리스크=0.287, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
13,UC7hXVHFmyaDT3SNAiQJ4j7Q,짜몽소다,음악·보이스형,커버,21800.0,9036.9,0.0807986917977473,0.4781578907346869,0.5,보통,0.6561960043196544,0.4890789453673434,0.92170626349892,0.7824992491724923,1.0,0.7314554909988165,즉시검토,0.4781578907346869,0.9935205183585312,0.7710583153347732,0.3250539956803456,0.92170626349892,0.8604211663066955,0.8871490280777538,True,즉시검토형,12,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.731, 채널력=0.656, 성장성=0.489, 팬밀도=0.922, 라이브=0.782, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
14,UC_LI11UMIziSEk64Lg8MLDw,정치유감,버츄얼 퍼포먼스형,버튜버,284000.0,24181.6,0.1442155179190341,0.4818493351661935,0.375,낮음,0.6963417926565874,0.4931935006873226,0.9854211663066956,0.6802271572712053,0.99104,0.7299913047550535,성장관찰,0.4818493351661935,0.9929805615550756,0.8180345572354212,0.3747300215982721,0.9854211663066956,0.8204643628509719,0.6241900647948164,True,성장관찰형,133,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,주요 자동 리스크 낮음,"최종=0.730, 채널력=0.696, 성장성=0.493, 팬밀도=0.985, 라이브=0.680, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
15,UC_f4u9MjD2lWX6plu92AVtg,힐리아,음악·보이스형,커버,93100.0,52792.2,0.0607552522903474,0.5787569167464806,0.75,보통,0.8622300215982721,0.5590676875598604,0.8525917926565875,0.4198507610515418,1.0,0.7267773658105613,즉시검토,0.5787569167464806,0.99244060475162,0.9578833693304536,0.7759179265658748,0.8525917926565875,0.5024298056155507,0.8871490280777538,True,즉시검토형,13,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.727, 채널력=0.862, 성장성=0.559, 팬밀도=0.853, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
16,UCj1Q1QNUHHyzxslW3Lt03hg,haru ASMR🫦,음악·보이스형,ASMR보이스,5080.0,525.4,0.0856571219495381,0.7462071437488002,1.0,높음,0.3902942764578833,0.7462071437488002,0.937365010799136,0.8440697007553005,0.9688,0.7247774985595035,검증필요,0.7462071437488002,0.991900647948164,0.3158747300215982,0.972462203023758,0.937365010799136,0.8871490280777538,0.2327213822894168,True,점수상위검증형,361,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.725, 채널력=0.390, 성장성=0.746, 팬밀도=0.937, 라이브=0.844, 실전성=0.969, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
17,UC7lbDCeOCeYC11Rt5B-ZNyQ,므엥이,음악·보이스형,성우더빙,31000.0,9748.1,0.0847171337558254,0.6308109539640004,1.0,높음,0.6738795896328293,0.6308109539640004,0.9346652267818576,0.4198507610515418,1.0,0.7234845408788826,즉시검토,0.6308109539640004,0.9913606911447084,0.7921166306695464,0.8941684665226782,0.9346652267818576,0.5024298056155507,0.8871490280777538,True,즉시검토형,14,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.723, 채널력=0.674, 성장성=0.631, 팬밀도=0.935, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
18,UCfeRNnLPjkSJHWZpa3IhF9w,쏘민ssomin,게임 실황형,롤,44300.0,4069.1,0.0402828653916774,0.5737753001124576,1.0,높음,0.608274838012959,0.5737753001124576,0.6981641468682506,0.9592196825437398,1.0,0.7219566130869152,즉시검토,0.5737753001124576,0.9908207343412528,0.7095032397408207,0.8045356371490281,0.6981641468682506,0.9854211663066956,0.8871490280777538,True,즉시검토형,15,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.722, 채널력=0.608, 성장성=0.574, 팬밀도=0.698, 라이브=0.959, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
19,UCZiYhlLDJTT6CqJcHRP34ZA,호쿰이 Ho_kumee,음악·보이스형,성우더빙,48500.0,10020.3,0.0457275107931388,0.6952603792025717,1.0,높음,0.7616765658747301,0.6952603792025717,0.7489200863930886,0.4198507610515418,1.0,0.7199817838333715,즉시검토,0.6952603792025717,0.990280777537797,0.8822894168466523,0.9503239740820736,0.7489200863930886,0.5024298056155507,0.8871490280777538,True,즉시검토형,16,최종점수 상위 10% / 성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.720, 채널력=0.762, 성장성=0.695, 팬밀도=0.749, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
20,UCLLTq5nDGMGQwEmqeD3Yezw,마지나이 쿠로카 Majinai Kuroka,음악·보이스형,보컬로이드JPOP커버,3750.0,1447.5,0.1115070437567524,0.6162870922397882,0.875,높음,0.4435070194384449,0.6017512057098147,0.9665226781857452,0.7241050375733256,1.0,0.7173126267120687,즉시검토,0.6162870922397882,0.9897408207343412,0.41414686825054,0.8525917926565875,0.9665226781857452,0.8342332613390929,0.8871490280777538,True,즉시검토형,17,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.717, 채널력=0.444, 성장성=0.602, 팬밀도=0.967, 라이브=0.724, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
21,UCXnKI_Ak-XYkXoCD_JS1YbQ,비영 B-0,음악·보이스형,커버,22700.0,21025.2,0.0940301485234265,0.5,0.0,미산출,0.6086393088552915,0.5,0.9481641468682506,0.8828293736501079,0.97536,0.7170779663066955,성장관찰,0.5,0.9892008639308856,0.7105831533477321,0.5072894168466523,0.9481641468682506,0.9319654427645788,0.3102051835853132,True,성장관찰형,134,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.717, 채널력=0.609, 성장성=0.500, 팬밀도=0.948, 라이브=0.883, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
22,UC0YQnenKBCu5sGb7H61n6HA,사키하네 후야 SAKIHANE HUYA,음악·보이스형,JPOP커버,116000.0,134789.4,0.046176435141804,0.6407376839175275,1.0,높음,0.6090172786177106,0.6407376839175275,0.7543196544276458,0.8449018013470165,0.98208,0.7158263469689384,즉시검토,0.6407376839175275,0.9886609071274298,0.7132829373650108,0.906047516198704,0.7543196544276458,0.8882289416846653,0.4295356371490281,True,즉시검토형,18,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.716, 채널력=0.609, 성장성=0.641, 팬밀도=0.754, 라이브=0.845, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
23,UCCpevjShz4VagGJRUKan_aQ,김가비 GABI,음악·보이스형,커버,6220.0,10017.0,0.0809530409753468,0.5870832882853075,1.0,높음,0.6990145788336932,0.5870832882853075,0.9233261339092872,0.4198507610515418,1.0,0.7142758916810731,즉시검토,0.5870832882853075,0.988120950323974,0.8218142548596112,0.82829373650108,0.9233261339092872,0.5024298056155507,0.8871490280777538,True,즉시검토형,19,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.714, 채널력=0.699, 성장성=0.587, 팬밀도=0.923, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
24,UCw0nPJhJWWEYu4g_axF_gQQ,미즈히로 슈우,음악·보이스형,보컬로이드JPOP커버,4310.0,2185.2,0.1096368888055999,0.5,0.125,낮음,0.4863255939524838,0.5,0.9638228941684666,0.9470842332613392,0.98432,0.7133769023758099,성장관찰,0.5,0.9875809935205184,0.4935205183585313,0.5072894168466523,0.9638228941684666,0.9751619870410368,0.5361771058315334,True,성장관찰형,135,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.713, 채널력=0.486, 성장성=0.500, 팬밀도=0.964, 라이브=0.947, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
25,UC4NmwxoctU9aG47bEF5GhCQ,삼사,음악·보이스형,보컬로이드JPOP커버,22200.0,128017.8,0.0667292775401974,0.5,0.0,미산출,0.6916036717062635,0.5,0.8801295896328294,0.8245140388768899,0.97536,0.711615223326134,성장관찰,0.5,0.9870410367170628,0.8137149028077754,0.5072894168466523,0.8801295896328294,0.8763498920086393,0.3102051835853132,True,성장관찰형,136,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.712, 채널력=0.692, 성장성=0.500, 팬밀도=0.880, 라이브=0.825, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
26,UC7u_9oeGLllTJhpK66KvlNA,Mo,,음악기타,12500.0,60169.4,0.0623590195700387,0.6648100963726638,1.0,높음,0.835272678185745,0.6648100963726638,0.8617710583153347,0.4198507610515418,0.96152,0.7113916631723147,검증필요,0.6648100963726638,0.9865010799136068,0.9395248380129588,0.9281857451403888,0.8617710583153347,0.5024298056155507,0.1887149028077753,True,점수상위검증형,362,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 상위 세그먼트 불명확,"최종=0.711, 채널력=0.835, 성장성=0.665, 팬밀도=0.862, 라이브=0.420, 실전성=0.962, 운영제외리스크=0.120, 검증필요리스크=0.181, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
27,UChVe4AfyJQgtBkXCHnWJ-BA,은아지,버츄얼 퍼포먼스형,버튜버,5450.0,4599.5,0.0279805896896151,0.7673227497895709,1.0,높음,0.5512553995680345,0.7673227497895709,0.5048596112311015,0.8880072878193412,1.0,0.710396765489791,즉시검토,0.7673227497895709,0.9859611231101512,0.6085313174946004,0.9800215982721382,0.5048596112311015,0.9368250539956804,0.8871490280777538,True,즉시검토형,20,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.710, 채널력=0.551, 성장성=0.767, 팬밀도=0.505, 라이브=0.888, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
28,UCETfz_5ER_pscDD5QdfJ0zA,김시원,,음악기타,17900.0,17103.8,0.0818004014978295,0.5219813737585476,1.0,높음,0.7936825053995682,0.5219813737585476,0.92548596112311,0.4198507610515418,0.99272,0.709123061445114,즉시검토,0.5219813737585476,0.9854211663066956,0.9049676025917928,0.6922246220302376,0.92548596112311,0.5024298056155507,0.7275917926565875,True,즉시검토형,21,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.709, 채널력=0.794, 성장성=0.522, 팬밀도=0.925, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
29,UCJiYZT8QrPKpsV8VqhL5lmQ,로버찌의 게임튜브,음악·보이스형,성우더빙,12100.0,37308.7,0.0459838681542522,0.7282393406572581,1.0,높음,0.661501079913607,0.7282393406572581,0.7505399568034558,0.4198507610515418,1.0,0.7075336576195174,즉시검토,0.7282393406572581,0.9848812095032398,0.7759179265658748,0.9659827213822896,0.7505399568034558,0.5024298056155507,0.8871490280777538,True,즉시검토형,22,최종점수 상위 10% / 성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.708, 채널력=0.662, 성장성=0.728, 팬밀도=0.751, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
30,UCx7_eUpKsq3rJ6IpFMVBe0w,쿠냥울켈 KooNyang,음악·보이스형,성우,34100.0,22953.1,0.0576688133792427,0.5989071550568107,1.0,높음,0.7383504319654427,0.5989071550568107,0.8369330453563715,0.4198507610515418,1.0,0.7072339825844374,즉시검토,0.5989071550568107,0.984341252699784,0.8590712742980562,0.8461123110151187,0.8369330453563715,0.5024298056155507,0.8871490280777538,True,즉시검토형,23,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.707, 채널력=0.738, 성장성=0.599, 팬밀도=0.837, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
31,UC3aOl8L_1GM_AWamzEaqdEw,매운 플리,,커버기타,25600.0,28657.5,0.078108843606647,0.4938586913569998,1.0,높음,0.8218277537796975,0.4938586913569998,0.9195464362850972,0.4198507610515418,0.99272,0.7061339695519461,즉시검토,0.4938586913569998,0.9838012958963284,0.929805615550756,0.3774298056155507,0.9195464362850972,0.5024298056155507,0.7275917926565875,True,즉시검토형,24,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.706, 채널력=0.822, 성장성=0.494, 팬밀도=0.920, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
32,UCgIFF0MqJD_TbfIkGLYxoew,안녕나는두벼리,,게임기타,15600.0,18838.2,0.0473202090129575,0.6291398481549345,1.0,높음,0.7992845572354212,0.6291398481549345,0.769438444924406,0.4198507610515418,0.99272,0.706029432116275,즉시검토,0.6291398481549345,0.9832613390928726,0.9114470842332614,0.8903887688984882,0.769438444924406,0.5024298056155507,0.7275917926565875,True,즉시검토형,25,최종점수 상위 10% / 성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.706, 채널력=0.799, 성장성=0.629, 팬밀도=0.769, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",0.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,shortlist 신규 선정
